account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay
106,no,no,0,147.9,97,209.3,99,162.1,80,8.8,5,2,no
127,no,no,0,245.2,91,217.2,92,243.1,128,13.9,6,0,yes
165,no,yes,33,111.6,140,213.3,111,267.6,115,16.0,3,0,no
54,no,yes,33,161.8,73,273.0,58,153.9,76,13.7,4,0,no
131,no,no,0,256.6,96,225.2,113,190.2,91,11.1,3,1,yes
82,no,no,0,197.7,101,127.6,83,142.1,103,13.5,3,1,no
138,no,no,0,138.7,124,280.3,64,206.7,98,10.4,4,1,no
26,no,no,0,150.0,63,225.0,90,202.3,99,9.2,5,3,no
107,no,yes,26,161.6,123,195.5,103,254.4,103,13.7,3,1,no
142,no,yes,34,219.5,85,144.0,120,258.2,84,7.0,3,1,no
79,no,yes,27,192.3,125,147.3,108,215.0,97,7.8,4,1,no
97,no,yes,28,202.3,97,69.2,84,257.6,64,6.7,3,1,no
130,no,no,0,138.7,68,205.6,102,231.2,108,13.6,3,2,no
106,no,no,0,235.2,121,220.6,87,236.3,91,11.8,4,1,no
78,no,no,0,226.3,88,306.2,81,200.9,120,7.8,11,1,yes
54,no,yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2,no
144,no,yes,26,177.1,94,206.0,85,254.8,95,6.6,2,2,no
56,no,no,0,164.3,92,233.7,107,187.3,104,11.8,1,2,no
38,no,yes,25,142.4,106,313.7,109,126.6,117,13.4,6,2,no
103,yes,no,0,171.7,78,144.5,86,157.9,106,6.8,3,3,no
60,yes,yes,29,265.9,113,215.8,94,108.1,82,14.0,12,0,yes
149,no,no,0,166.6,61,218.8,107,208.3,131,8.2,6,7,no
93,no,no,0,162.9,103,243.6,97,172.4,111,7.0,5,4,no
84,no,yes,33,159.1,106,149.8,101,213.4,108,13.0,18,1,no
59,no,no,0,189.7,100,115.9,133,220.6,115,7.4,4,0,no
12,no,no,0,204.6,98,212.5,90,182.1,95,9.8,7,2,no
28,no,no,0,180.8,109,288.8,58,191.9,91,14.1,6,2,no
110,no,no,0,198.2,92,147.1,97,199.6,76,16.5,4,4,no
103,no,no,0,160.2,104,138.9,70,312.5,97,9.7,2,0,no
127,no,yes,27,140.1,59,223.4,111,257.9,73,3.8,10,1,no
125,no,yes,34,268.4,112,222.2,108,117.6,102,10.3,3,0,no
124,no,no,0,254.3,113,78.9,104,153.2,69,11.8,2,2,no
138,no,no,0,54.8,123,147.5,76,173.6,119,11.5,1,1,no
155,yes,yes,38,234.6,84,214.9,119,196.7,69,8.0,2,1,yes
63,no,yes,32,218.9,124,214.3,125,260.3,120,12.9,3,1,no
54,yes,no,0,214.1,77,240.5,94,188.9,75,10.1,3,1,no
134,no,yes,32,224.0,75,97.5,103,211.6,80,10.7,5,2,no
107,no,no,0,114.9,119,239.7,91,165.3,112,12.6,5,2,no
141,no,no,0,215.6,113,200.6,81,153.8,107,12.4,6,1,no
94,no,no,0,85.9,113,226.7,91,279.6,110,15.6,16,0,no
93,no,no,0,172.0,80,219.1,76,169.8,108,10.3,3,0,no
182,no,no,0,279.5,118,203.2,113,174.2,101,10.7,4,2,yes
131,no,no,0,263.4,123,151.9,74,218.5,101,10.7,2,2,no
90,no,no,0,207.2,121,292.5,104,226.3,103,8.0,1,2,no
74,no,no,0,207.1,79,182.0,100,233.7,73,7.4,8,1,no
133,no,no,0,172.2,81,214.9,123,184.3,90,11.1,6,3,no
76,no,no,0,204.0,69,225.1,110,240.3,85,9.6,5,1,no
131,no,no,0,94.4,80,215.1,101,179.7,108,13.1,9,2,no
85,no,no,0,225.0,81,176.9,63,194.3,110,7.1,2,3,no
95,no,no,0,156.6,88,247.6,75,192.3,115,12.3,5,3,no
67,no,yes,28,95.0,94,291.2,73,159.6,114,10.0,2,2,no
91,no,no,0,34.5,85,192.3,80,256.3,71,7.9,7,0,no
99,no,yes,12,119.9,83,237.7,98,187.6,159,16.6,2,1,no
60,no,no,0,203.7,95,212.6,122,177.1,103,7.9,1,3,no
103,no,no,0,278.4,121,252.2,139,202.3,96,13.7,1,1,yes
25,no,no,0,178.8,90,141.2,72,203.0,99,8.4,5,2,no
79,no,no,0,156.9,109,122.2,87,189.1,103,11.3,5,3,no
65,no,no,0,143.6,98,187.7,96,200.2,104,9.3,2,3,yes
94,no,no,0,181.5,98,199.9,88,287.7,114,6.6,5,1,no
89,no,no,0,242.5,71,213.3,109,231.0,84,6.3,3,3,no
13,no,no,0,303.2,133,170.5,86,227.6,80,11.5,3,0,yes
76,no,no,0,90.5,142,211.7,75,194.9,76,9.3,2,1,no
114,no,no,0,172.0,145,276.4,101,193.7,100,10.1,9,1,no
30,no,no,0,227.4,88,182.5,100,191.7,134,12.5,3,0,no
135,no,yes,18,180.1,90,152.5,65,258.2,85,12.7,9,1,no
86,no,no,0,141.3,72,154.3,95,210.6,91,8.2,5,1,no
112,no,no,0,115.9,81,199.7,100,249.3,111,10.0,4,1,no
86,yes,yes,41,225.5,95,229.3,101,134.0,82,11.6,10,2,no
81,yes,yes,37,237.1,76,264.2,125,271.3,120,7.9,3,1,no
54,no,yes,39,206.9,143,127.8,72,199.2,120,9.2,1,3,no
190,yes,no,0,111.9,55,223.0,124,243.2,81,10.0,7,3,no
115,yes,no,0,345.3,81,203.4,106,217.5,107,11.8,8,1,yes
67,no,no,0,109.1,134,142.3,76,91.2,86,10.9,5,2,no
89,no,no,0,269.8,94,227.0,125,212.2,135,4.7,6,1,yes
70,no,yes,23,205.5,95,224.3,80,196.1,76,9.7,4,1,no
63,no,yes,25,230.3,82,165.6,96,227.7,125,9.0,2,1,no
36,no,yes,29,281.4,102,202.2,76,187.2,113,9.0,6,2,no
131,no,no,0,153.4,86,198.5,81,164.4,83,10.4,3,0,no
33,no,yes,16,125.1,56,246.6,140,235.4,109,12.1,2,0,no
163,no,no,0,238.6,107,178.0,85,196.0,124,6.2,4,1,no
120,no,no,0,203.3,108,259.9,66,115.9,103,7.8,2,3,no
30,no,no,0,162.3,96,244.0,122,180.1,89,9.1,4,2,no
98,no,no,0,162.8,65,185.0,109,219.5,104,6.0,3,2,no
86,no,yes,29,157.2,118,196.3,136,226.7,109,8.4,5,3,no
74,no,yes,32,174.6,107,310.6,115,234.7,92,9.0,4,1,no
131,no,no,0,210.1,97,177.3,96,130.2,136,13.3,1,0,yes
108,no,no,0,215.6,78,195.3,119,194.4,65,3.6,5,1,no
51,no,no,0,51.8,107,230.2,104,227.5,118,10.4,4,2,no
106,no,no,0,52.2,106,220.1,113,112.3,95,11.4,2,2,no
95,no,no,0,198.9,101,209.7,91,145.3,55,11.4,4,1,no
142,no,yes,22,198.3,144,157.2,96,180.9,114,11.1,4,2,no
89,no,no,0,137.9,96,192.6,63,255.7,125,11.0,5,1,no
76,no,yes,40,177.9,85,119.3,95,140.5,83,10.3,1,2,no
90,yes,no,0,221.8,97,203.8,134,215.8,154,8.4,4,1,no
102,no,no,0,224.7,81,129.4,112,167.6,109,15.8,6,1,no
115,no,no,0,226.4,101,276.8,60,213.4,82,12.3,4,3,yes
98,no,no,0,216.8,86,190.8,114,187.5,79,11.0,9,0,no
177,no,no,0,175.7,120,168.6,90,198.9,110,14.6,4,1,no
139,no,yes,25,138.3,96,80.6,79,163.7,83,8.3,8,0,no
86,no,no,0,92.8,92,159.6,87,148.7,115,8.8,5,1,no
132,no,no,0,164.0,112,243.6,80,155.5,122,10.2,4,1,no
121,no,yes,12,127.2,56,241.6,114,176.6,84,13.2,3,3,no
88,no,no,0,143.3,97,170.7,81,195.3,89,11.4,5,2,no
39,no,no,0,189.6,89,251.6,116,230.9,105,5.4,8,3,no
117,no,no,0,143.3,103,211.3,108,185.2,96,11.5,3,1,no
94,no,no,0,181.3,135,182.4,108,180.6,103,6.7,2,0,no
60,no,no,0,179.4,108,263.2,74,133.3,78,13.4,7,2,no
166,no,no,0,136.1,116,181.4,93,131.4,108,11.3,4,0,no
36,no,no,0,117.1,94,235.4,117,221.3,108,9.0,2,0,no
52,no,no,0,165.9,122,212.2,107,202.1,94,8.3,3,1,no
26,no,no,0,290.1,143,245.7,97,147.0,80,7.4,4,2,yes
41,no,yes,24,247.6,97,199.7,106,217.7,91,12.1,6,1,no
107,no,no,0,212.1,95,150.1,88,219.8,111,7.7,2,3,no
102,no,yes,45,129.2,142,239.4,114,223.4,66,8.7,4,0,no
119,no,no,0,197.2,111,168.1,78,209.8,84,4.2,2,1,no
85,yes,no,0,116.2,86,229.7,127,204.2,109,10.1,3,3,no
96,no,no,0,144.0,102,224.7,73,227.7,91,10.0,7,1,no
41,no,no,0,232.1,74,327.1,88,226.5,119,10.9,2,3,yes
122,yes,no,0,230.9,132,243.2,99,182.4,57,11.0,2,0,yes
51,no,no,0,259.9,114,176.2,94,77.2,112,15.3,1,1,no
183,no,yes,8,86.5,119,285.2,97,180.4,133,8.7,2,2,no
157,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,3,no
101,no,yes,33,219.7,137,186.8,94,184.5,113,9.5,2,2,no
52,no,no,0,124.9,131,300.5,118,192.5,106,11.6,4,2,no
167,no,no,0,131.6,120,211.3,96,168.3,97,11.1,4,4,yes
123,no,no,0,150.0,98,89.8,95,326.0,91,11.1,3,3,no
85,no,yes,33,207.9,95,233.5,88,221.3,92,13.5,3,1,no
103,no,no,0,166.6,84,192.4,91,167.9,115,7.7,6,1,no
81,no,no,0,153.5,99,197.6,102,198.5,86,6.3,2,2,no
154,no,no,0,154.5,122,214.2,71,178.0,105,12.0,2,3,yes
53,yes,no,0,145.0,80,228.4,82,169.4,109,8.9,5,0,no
129,no,no,0,161.3,122,220.6,95,224.7,104,9.6,3,1,no
159,no,no,0,167.4,68,143.8,74,140.1,111,10.3,3,0,yes
160,no,no,0,166.4,117,317.0,129,160.4,121,10.0,2,1,no
87,yes,no,0,128.9,71,281.9,91,209.1,100,9.9,4,0,no
83,no,yes,38,107.9,90,140.4,94,253.6,79,10.5,2,0,no
120,no,yes,27,153.5,84,194.0,73,256.5,94,10.2,7,5,no
120,no,no,0,215.7,75,244.4,105,211.2,91,11.4,5,2,no
126,no,yes,42,247.8,96,159.1,98,201.8,73,10.6,3,2,no
126,no,no,0,161.4,110,220.6,125,249.2,78,5.1,2,0,no
142,no,no,0,216.8,134,187.8,106,138.1,108,8.3,2,0,no
93,no,no,0,176.1,103,199.7,130,263.9,96,8.5,6,2,no
2,no,yes,27,141.7,125,160.7,136,170.3,81,9.3,2,1,no
136,no,no,0,92.0,117,253.6,77,214.1,90,10.3,10,1,no
125,no,no,0,203.4,110,128.7,97,190.5,113,11.0,4,1,no
86,no,no,0,227.9,105,218.7,118,223.2,120,14.2,5,3,no
53,no,yes,22,76.1,115,171.2,119,246.3,126,6.0,2,0,no
106,no,no,0,165.3,118,210.0,101,187.2,93,8.5,3,2,no
19,no,no,0,259.4,116,269.7,109,175.3,130,9.5,3,1,yes
90,no,no,0,140.2,97,213.9,102,120.0,126,7.1,2,1,no
72,no,no,0,165.9,114,235.9,97,210.1,120,12.0,5,2,no
81,no,no,0,115.3,99,224.7,117,152.5,98,18.0,2,1,no
52,no,no,0,191.9,108,269.8,96,236.8,87,7.8,5,3,no
107,yes,no,0,234.1,91,163.1,105,282.5,100,10.0,3,1,no
94,no,no,0,157.5,97,224.5,112,310.8,106,11.1,6,0,no
85,no,no,0,142.7,82,179.1,106,141.4,88,5.0,8,3,no
171,no,no,0,262.1,78,171.6,113,208.7,100,5.3,3,0,no
158,no,no,0,98.2,87,198.3,71,246.0,99,13.0,5,2,no
131,no,no,0,211.8,115,260.5,102,144.2,96,10.8,7,0,no
73,no,no,0,213.0,95,188.8,104,136.2,89,13.5,3,0,no
80,yes,no,0,275.4,89,186.7,66,201.3,87,9.4,2,0,yes
142,no,no,0,187.0,133,134.6,74,242.2,127,7.4,5,2,no
116,no,no,0,159.4,79,179.5,88,167.8,71,9.7,2,6,yes
144,no,yes,51,283.9,98,192.0,109,196.3,85,10.0,4,1,no
71,no,no,0,123.8,130,226.5,91,213.9,96,8.8,7,2,no
130,no,no,0,119.4,99,226.3,97,202.7,111,11.3,7,0,no
89,no,no,0,179.7,128,299.8,92,185.3,120,7.6,3,1,no
99,no,no,0,62.9,81,231.0,64,168.9,121,8.5,5,1,no
95,no,no,0,232.0,80,126.1,94,109.6,117,12.0,6,1,no
166,yes,yes,28,175.8,126,253.6,76,128.5,72,11.4,5,1,no
81,no,no,0,198.4,93,210.9,108,193.3,71,10.4,6,2,no
123,no,yes,27,198.7,127,249.0,105,173.2,124,12.5,5,1,no
43,no,yes,39,198.5,104,163.1,107,212.2,125,10.8,2,1,no
96,no,yes,31,183.4,126,195.5,106,180.1,93,10.5,5,1,no
112,no,no,0,85.2,102,153.2,118,142.6,107,8.2,4,1,no
135,no,no,0,194.8,97,235.3,118,174.4,126,11.0,3,1,no
95,no,no,0,88.0,81,145.9,109,237.7,90,9.8,2,2,no
51,no,yes,43,158.2,94,213.2,105,190.4,91,8.5,2,2,no
141,no,yes,37,185.4,87,178.5,128,218.3,107,8.0,3,4,no
115,no,yes,29,222.6,81,190.3,109,201.2,87,11.5,2,1,no
30,no,no,0,169.9,144,225.2,118,169.7,93,11.4,7,1,no
133,no,no,0,187.0,65,141.4,128,238.2,108,10.0,8,2,no
80,no,no,0,118.1,90,144.3,77,225.1,86,8.2,6,1,no
93,no,yes,21,213.8,103,257.7,72,218.4,114,7.2,6,1,no
120,no,no,0,112.6,80,124.4,86,234.9,88,8.1,3,6,yes
88,no,no,0,55.6,65,242.7,121,176.3,134,11.3,4,0,no
122,no,yes,29,195.4,83,268.2,93,168.0,95,8.4,6,3,no
64,yes,no,0,225.3,134,108.2,87,139.6,132,17.3,9,1,yes
83,no,no,0,132.4,120,121.6,101,197.7,84,8.6,2,1,no
83,no,no,0,196.7,117,272.0,89,199.9,62,10.1,11,3,no
57,no,no,0,158.1,117,115.2,149,182.4,92,11.8,7,0,no
175,yes,yes,35,159.5,95,140.7,100,176.3,99,5.4,4,5,yes
54,no,no,0,197.7,84,221.3,89,189.4,109,7.8,3,2,no
122,no,no,0,170.5,94,173.7,109,248.6,75,11.3,2,1,no
109,no,no,0,154.8,82,287.7,109,208.4,80,5.9,9,3,no
35,no,yes,23,194.6,106,199.8,132,189.6,88,10.1,7,4,no
128,no,no,0,247.3,91,182.7,60,143.2,112,14.7,2,3,no
165,no,no,0,156.0,88,276.1,81,175.9,94,9.3,5,1,no
143,no,no,0,223.3,99,167.1,128,203.0,84,4.5,4,0,yes
147,no,yes,33,251.5,107,234.1,110,213.4,87,10.4,6,3,no
62,no,no,0,147.1,91,190.4,107,195.2,115,12.2,3,0,no
72,no,no,0,190.7,111,241.6,103,278.1,95,4.4,3,1,no
95,no,yes,32,262.2,123,165.2,82,194.3,57,10.6,5,0,no
59,no,yes,26,205.4,68,115.0,115,214.7,130,9.4,2,5,no
15,yes,no,0,141.4,80,123.9,76,323.5,88,8.1,3,2,no
95,no,yes,35,238.3,86,258.1,132,194.9,72,13.1,4,5,no
73,no,yes,28,198.2,107,139.1,123,199.1,139,8.8,1,2,no
50,no,yes,39,147.3,75,244.8,74,216.9,101,13.2,3,2,no
71,no,yes,49,174.0,122,168.6,85,132.1,120,7.8,4,1,no
118,no,no,0,136.1,120,204.2,103,228.2,90,11.3,4,1,no
113,no,no,0,158.9,137,242.8,109,247.8,97,6.5,4,0,no
108,no,no,0,73.8,105,143.4,114,170.2,98,10.9,3,2,no
169,no,no,0,266.7,105,158.2,88,287.7,111,13.8,3,3,yes
93,no,no,0,164.5,95,230.9,87,149.9,91,9.9,3,4,no
49,no,yes,28,214.4,78,235.2,100,206.2,107,8.0,13,3,no
81,no,yes,28,167.9,147,190.7,105,193.0,103,9.2,6,4,yes
86,no,no,0,181.1,124,229.5,105,122.2,91,5.6,6,5,no
120,no,no,0,253.2,95,210.8,86,253.9,81,9.5,4,5,yes
54,no,no,0,273.8,113,119.6,156,267.6,117,11.7,3,1,no
117,no,no,0,302.6,83,167.1,106,209.8,79,10.4,7,1,yes
107,no,yes,14,114.3,132,199.8,91,194.7,74,7.5,8,1,no
101,no,no,0,217.7,118,231.7,128,185.3,128,0.0,0,3,no
121,no,no,0,166.3,114,138.8,130,215.3,108,10.4,10,2,no
84,no,yes,35,207.5,138,201.0,116,164.5,107,7.5,16,4,no
118,no,no,0,253.2,122,201.0,78,195.3,108,9.7,7,2,no
10,no,no,0,222.2,127,153.1,125,227.4,80,12.9,4,1,no
61,no,yes,20,254.4,133,161.7,96,251.4,91,10.5,4,0,no
105,no,no,0,273.8,97,289.7,106,269.1,126,5.8,3,2,yes
66,no,no,0,154.0,133,198.9,121,151.9,100,9.5,3,4,yes
128,no,yes,41,184.8,76,160.6,86,162.0,131,9.8,6,2,no
99,no,yes,28,200.7,88,264.2,116,172.7,102,9.1,5,1,no
162,no,no,0,184.5,118,224.0,95,180.5,82,11.6,3,1,no
116,no,yes,34,268.6,83,178.2,142,166.3,106,11.6,3,2,no
92,yes,no,0,252.3,120,207.0,112,284.6,95,12.0,5,3,yes
104,no,no,0,139.7,112,199.8,127,189.3,104,10.3,2,2,no
90,no,no,0,192.6,129,191.6,100,203.1,105,11.4,2,3,no
94,no,no,0,229.2,103,163.9,133,190.1,67,7.4,6,3,no
125,no,no,0,113.0,108,169.2,107,156.6,61,9.2,5,2,yes
104,no,no,0,261.2,81,209.1,130,281.1,121,11.3,1,2,yes
80,no,no,0,142.9,70,221.6,83,121.4,111,15.2,4,1,no
31,no,yes,31,100.1,54,246.3,97,255.0,131,5.9,3,0,no
9,no,yes,39,214.1,108,169.2,115,189.7,117,10.1,3,1,no
68,no,yes,22,82.5,97,289.9,94,180.0,114,4.8,4,3,no
142,yes,yes,23,102.2,103,229.7,110,176.3,100,9.0,4,1,no
75,no,yes,37,121.5,97,271.4,110,248.7,97,11.3,5,2,no
111,no,no,0,229.4,107,214.1,99,289.6,95,10.4,6,4,no
33,no,no,0,184.4,111,203.8,110,237.4,100,9.3,5,3,no
66,no,no,0,180.4,99,135.1,114,206.0,98,9.5,6,1,no
113,yes,no,0,122.2,112,131.7,94,169.5,106,10.3,9,5,yes
97,no,no,0,100.8,74,233.8,88,208.7,79,12.6,3,2,no
106,no,no,0,128.6,83,134.0,114,210.6,113,11.4,2,0,no
29,yes,yes,37,235.0,101,183.3,79,139.8,106,5.7,7,2,no
102,no,no,0,103.1,70,275.0,129,141.1,92,11.2,5,1,no
61,no,yes,36,233.9,97,175.6,133,177.0,83,9.5,4,1,no
159,no,no,0,168.5,80,203.9,119,199.1,126,8.1,2,1,no
170,no,no,0,215.4,94,138.2,97,237.1,117,12.5,5,1,no
23,no,yes,31,156.6,84,161.5,96,294.6,107,9.4,6,1,no
130,no,no,0,154.2,119,110.2,98,227.4,117,9.2,5,2,no
81,no,no,0,145.6,59,287.9,131,181.7,121,9.2,4,2,no
119,no,no,0,121.4,95,230.9,81,163.6,103,13.8,4,2,no
69,no,no,0,170.7,98,111.6,109,171.5,107,4.8,7,3,no
64,yes,no,0,146.7,83,148.3,91,238.6,69,12.5,3,3,no
42,no,no,0,143.7,96,221.0,98,108.9,94,8.6,1,2,no
74,no,no,0,157.1,95,213.1,36,280.4,77,7.6,3,2,no
7,no,no,0,206.7,87,281.1,83,158.5,77,11.0,5,3,no
180,no,no,0,253.9,69,184.2,138,174.3,83,0.4,7,1,no
44,no,no,0,238.3,83,193.7,112,167.7,79,9.4,6,5,no
112,no,no,0,167.6,100,154.5,90,281.4,107,17.3,3,2,no
96,no,no,0,149.2,125,210.6,119,290.5,102,9.4,3,4,no
130,no,no,0,110.0,107,181.9,85,208.0,94,11.7,3,1,no
83,no,yes,33,228.2,85,249.2,114,93.5,89,10.2,7,0,no
82,no,no,0,329.8,73,208.3,120,267.1,102,10.6,6,0,yes
190,no,no,0,169.4,102,253.5,113,197.1,93,8.9,5,1,no
67,no,no,0,171.7,80,110.4,81,195.4,111,11.9,4,2,no
94,no,no,0,226.6,119,199.8,111,219.4,141,11.7,2,3,no
59,yes,yes,31,225.0,78,191.3,79,226.7,79,9.1,3,1,no
114,no,no,0,169.6,85,58.9,86,179.3,124,7.4,8,1,no
87,no,yes,39,82.6,113,224.4,63,163.6,88,9.5,1,3,no
24,no,no,0,235.6,132,115.9,129,185.4,136,16.2,2,0,no
152,no,no,0,317.8,60,152.9,100,123.4,63,10.4,7,1,yes
96,no,yes,29,150.0,91,159.4,75,228.1,55,8.5,3,1,no
59,no,no,0,204.3,65,247.3,123,214.7,94,12.0,4,1,no
95,no,no,0,142.5,109,176.1,107,189.6,88,8.2,3,2,no
95,no,no,0,58.2,96,202.1,126,210.5,97,10.4,5,0,no
39,no,no,0,60.4,158,306.2,120,123.9,46,12.4,3,1,no
60,no,no,0,252.7,97,221.1,121,109.9,100,12.4,4,2,no
99,no,no,0,140.7,88,210.9,98,229.9,125,12.4,4,2,no
111,no,yes,13,193.1,104,111.6,98,227.4,94,12.1,4,1,no
150,no,yes,28,174.4,75,169.9,80,201.6,130,11.0,4,1,no
119,no,no,0,130.5,98,249.5,91,219.9,117,12.7,1,3,no
87,no,no,0,156.0,70,160.5,89,206.6,112,7.1,3,4,yes
148,no,no,0,243.0,115,191.8,91,117.8,93,13.4,5,2,no
65,no,no,0,213.4,111,234.5,94,250.1,123,2.7,4,1,no
152,no,no,0,184.2,90,256.8,73,213.6,113,14.7,2,3,yes
73,no,yes,19,179.4,108,93.6,90,234.6,99,14.9,4,2,no
179,no,no,0,287.3,123,288.0,114,266.0,112,10.5,4,0,yes
167,yes,no,0,143.7,108,75.6,111,217.9,99,9.9,4,0,no
149,yes,no,0,180.9,79,194.9,83,197.8,109,8.8,9,3,no
225,no,no,0,182.7,142,246.5,63,218.0,103,8.8,2,1,no
74,no,no,0,159.4,86,210.0,122,172.4,99,8.5,2,1,no
100,no,no,0,222.1,115,245.0,130,129.3,119,8.1,2,2,no
101,no,no,0,189.0,122,179.2,91,186.8,170,11.1,6,0,no
123,no,no,0,159.5,77,303.8,92,226.9,120,12.0,4,0,no
141,no,yes,28,308.0,123,247.8,128,152.9,103,7.4,3,1,no
8,no,no,0,176.0,97,234.2,136,193.5,134,8.5,5,1,no
186,no,no,0,206.8,104,286.0,115,153.9,112,12.4,6,0,no
73,no,no,0,187.8,95,149.2,143,201.4,113,11.0,4,2,no
201,no,no,0,225.9,110,299.1,86,251.3,81,11.2,4,1,yes
80,no,no,0,160.6,103,237.0,109,245.1,88,10.7,1,1,no
120,no,no,0,98.2,99,186.7,85,146.7,96,9.3,4,2,no
126,no,no,0,103.7,93,127.0,107,329.3,66,14.4,1,0,no
94,no,no,0,190.6,108,152.3,95,144.7,97,7.5,5,1,no
130,no,yes,26,257.2,108,224.3,122,204.0,118,12.6,4,1,no
54,no,yes,33,112.0,90,208.0,112,150.3,83,11.3,4,2,no
55,no,yes,33,141.0,99,250.9,109,284.6,89,11.7,3,0,no
117,no,no,0,168.8,137,241.4,107,204.8,106,15.5,4,0,no
106,no,no,0,165.1,120,290.2,79,250.3,140,8.1,2,0,no
123,no,yes,34,305.2,80,156.5,109,280.0,81,13.2,7,1,no
95,no,yes,22,40.9,126,133.4,90,264.2,91,11.9,7,0,no
71,no,yes,39,183.2,103,209.4,111,172.4,109,11.9,6,1,no
126,no,yes,24,197.3,82,167.6,51,222.0,89,7.4,3,1,no
62,no,no,0,116.5,77,186.1,111,180.6,72,16.1,2,3,no
1,no,yes,30,183.1,95,232.6,110,248.3,110,8.4,2,0,no
75,no,yes,42,248.9,93,170.8,108,104.5,91,11.2,8,1,no
52,no,yes,31,142.1,77,193.0,97,253.4,88,11.0,4,1,no
163,no,yes,40,231.9,56,211.8,91,268.5,74,12.3,3,2,no
147,no,no,0,209.4,104,132.5,78,149.4,123,11.3,3,2,no
65,no,no,0,136.1,112,272.9,96,220.2,104,4.4,2,1,no
146,no,no,0,174.3,113,200.7,107,281.2,145,11.6,3,4,no
77,no,no,0,221.8,84,166.0,125,210.2,72,13.2,4,1,no
112,no,yes,22,244.7,104,203.1,88,222.0,84,7.4,6,0,no
164,no,yes,30,238.8,100,230.0,121,206.3,66,13.2,8,1,no
34,no,yes,33,284.3,115,204.8,125,143.0,83,3.5,4,0,no
56,no,no,0,146.1,57,196.2,97,310.1,110,9.2,3,0,no
31,no,no,0,165.4,84,203.7,107,201.7,65,8.2,1,1,no
110,no,no,0,159.5,145,202.3,101,256.0,96,16.7,2,2,no
112,no,no,0,136.1,95,163.8,111,157.2,118,8.9,5,1,no
166,no,no,0,204.2,115,179.9,152,216.8,109,9.5,5,1,no
64,no,no,0,113.8,97,192.3,97,214.9,89,10.4,1,3,no
129,no,yes,32,211.0,99,155.1,89,234.8,96,11.4,5,1,no
79,no,yes,12,62.4,119,237.6,96,193.4,116,7.8,2,0,no
41,no,yes,22,213.8,102,141.8,86,142.2,123,7.2,3,0,no
205,no,yes,24,175.8,139,155.0,98,180.7,64,7.8,5,2,no
87,no,no,0,115.4,90,262.6,68,245.7,69,13.1,5,2,no
96,no,yes,26,175.8,96,206.6,84,178.0,105,11.1,2,2,no
93,no,no,0,152.1,141,215.5,107,262.4,111,12.0,7,1,no
143,no,no,0,191.6,53,104.6,104,195.8,125,10.7,9,3,no
16,no,no,0,174.7,83,280.8,122,171.7,80,10.5,8,5,no
132,yes,no,0,144.3,70,231.5,125,304.3,137,7.0,2,1,yes
142,no,no,0,131.7,85,239.6,118,235.1,77,8.9,3,1,no
177,yes,no,0,248.7,118,172.3,73,191.9,87,11.3,2,1,yes
84,no,no,0,217.1,99,236.0,68,118.3,120,9.4,4,1,no
91,no,no,0,143.2,127,103.0,89,233.5,94,12.7,3,2,no
102,no,yes,29,158.2,132,250.6,47,219.3,86,15.1,4,1,no
62,no,no,0,172.8,101,204.8,97,240.8,90,9.1,8,2,no
1,no,no,0,144.8,107,112.5,66,218.7,79,13.8,3,1,no
138,no,no,0,87.6,112,266.9,107,214.6,104,9.8,10,2,no
142,yes,no,0,140.8,140,228.6,119,152.9,88,10.9,7,1,no
115,no,yes,24,142.1,124,183.4,129,164.8,114,9.6,4,1,no
90,no,no,0,246.4,83,160.3,88,170.9,99,7.6,7,1,no
138,no,no,0,216.0,106,207.6,110,180.0,102,11.2,4,0,no
72,no,no,0,196.5,88,158.6,129,269.3,118,6.8,3,0,no
95,no,yes,36,283.1,112,286.2,86,261.7,129,11.3,3,3,no
135,no,yes,46,172.6,77,203.4,102,264.2,108,10.4,2,1,no
74,no,no,0,106.4,84,140.2,104,90.9,81,11.4,3,1,no
146,no,no,0,109.0,69,265.8,98,228.3,80,12.6,2,1,no
156,no,no,0,174.3,95,186.6,128,258.2,105,12.9,5,3,no
108,no,no,0,291.6,99,221.1,93,229.2,110,14.0,9,2,yes
77,no,no,0,67.7,68,195.7,86,236.5,137,12.0,2,1,no
143,no,no,0,119.1,117,287.7,136,223.0,100,12.2,4,0,no
112,no,no,0,242.1,69,235.2,150,237.7,106,10.0,5,3,yes
129,no,yes,27,196.6,89,180.6,95,245.0,83,6.6,5,1,no
44,no,yes,20,184.8,105,195.0,169,130.1,121,11.6,3,1,no
111,no,no,0,214.3,118,208.5,76,182.4,98,12.0,2,1,no
76,no,no,0,212.5,124,215.5,110,128.0,94,5.2,9,3,no
124,no,no,0,253.5,104,117.9,123,248.5,104,14.0,2,0,no
68,no,no,0,226.7,94,168.4,129,188.7,117,10.2,1,0,no
85,no,no,0,259.8,85,242.3,117,168.8,72,5.4,1,0,no
65,no,no,0,195.4,110,181.2,109,178.5,105,8.9,4,0,no
105,no,yes,34,218.5,61,196.7,74,151.1,103,9.9,4,2,no
